Salutation,awardeeDetail/affiliationOf/initials,awardeeDetail/affiliationOf/givenName,awardeeDetail/affiliationOf/familyName,awardeeDetail/affiliationOf/name,awardeeDetail/affiliationOf/identifier/id/orcid,Funder,PubMed Search Term,title ,Grant ID,Old Grant ID,fundingDetail/fundingTotal/currency,fundingDetail/fundingTotal/amount,Grant Stream,grantType,startDate,endDate,Lay Abstract,synopsis,awardeeDetail/name,awardeeDetail/departmentName,createdOn,awardeeDetail/affiliationOf/role,awardeeDetail/role,awardee/country,funding/country,licenceInformation/value,licenceInformation/link,fundingBodyAwardId
Dr,,Elisa,De Franco,,0000-0002-1437-7891,Diabetes UK,Diabetes UK,Identifying novel insulin secretion disorders caused by mitochondrial dysfunction to highlight fundamental pathways within the Î²-cell,20/0006237,,GBP,88935,,SCHOLARSHIP,01-09-2021,31-08-2024,,"Mitochondria are fundamental for insulin secretion in beta-cells. Our preliminary data suggests that mitochondrial dysfunction is an underappreciated cause of congenital disorders of insulin secretion (neonatal diabetes and congenital hyperinsulinism). The student will analyse genome sequencing data from individuals with neonatal diabetes or hyperinsulinism and additional features associated with mitochondrial dysfunction to identify novel genetic causes of disease. The genetic findings will be replicated in the worldâ€™s largest cohorts of individuals with diabetes, hyperinsulinism or suspected mitochondrial disease to identify further individuals with the same genetic aetiology. The student will perform deep phenotyping studies to clinically characterise these novel genetic disorders. The results of these studies will provide a diagnosis for families with monogenic disease and will offer important insights into which genes modulate mitochondrial function in beta-cells. This new knowledge could identify novel biological pathways and therapeutic targets important for type 2 diabetes. This studentship offers a fantastic opportunity for the student to join a leading multidisciplinary team studying genetics of diabetes. Whilst in Exeter, they will be fully supported to develop computational and molecular genomics skills, whilst focussing on clinically relevant questions which will impact the lives of people living with disorders of insulin secretion.",University of Exeter,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy454,NOT FOUND
Professor,,Lucy,Walker,,0000-0001-5986-5015,Diabetes UK,Diabetes UK,Exploring combination therapy to optimise costimulation blockade in autoimmunity,20/0006172,,GBP,299872.02,,RESEARCH,31-01-2021,30-01-2024,,"Costimulation blockade is a widely used strategy to dampen T cell responses in the setting of autoimmunity. It slowed beta-cell destruction when trialled in individuals with new onset type 1 diabetes (T1D), however benefits were deemed insufficient to support routine use of this therapy. One drawback of inhibiting CD28 costimulation is that this same pathway is also needed to support regulatory T cell (Treg) homeostasis. Thus, at the same time as inhibiting pathogenic T cells, the treatment also reduces Treg numbers. This undesirable side-effect impairs natural immunosuppression. We have found that this limitation can be offset by combining costimulation blockade with low dose IL-2 therapy. The resulting combination therapy supports Treg homeostasis while retaining inhibition of pathogenic T cell responses. Preliminary data suggest this combination therapy is highly effective at inhibiting diabetes in a mouse model. We now wish to follow up these exciting findings to understand key mechanistic questions about this therapy and its potential utility. Are the Treg that are rescued in this manner equivalent to normal Treg in their phenotype and suppressive properties? Is the therapy still effective if administered after diabetes has developed? Our findings could lead to a new approach for therapeutic intervention in T1D.",University College London,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy455,NOT FOUND
Dr,,Petra,Jones,,,Diabetes UK,Diabetes UK,Evaluation of Footwear Fit Guidelines Under Pressure in At-Risk Feet,20/0006190,,GBP,14939.57,,RESEARCH,01-04-2021,31-03-2022,,"Background: Incorrectly fitted shoes are implicated in one in five diabetes related foot ulcers, yet there is a lack of consensus around the clinical definitions of fit. Recommended toe gaps vary widely from 6 mm to 20 mm depending on the footwear guidance referred to but no research to date has assessed their effectiveness in minimising in-shoe pressures. Aims: To conduct a pilot study in people with diabetes and neuropathy to compare mean pressures in shoes fitted according to different footwear guidelines. By comparing pressures in 'correctly fitting' shoes as proscribed by these guidelines, we can carry out the first study assessing their effectiveness in minimising pressure. Investigation Plan: Footwear and foot dimension assessments using specialist FACILITIES including digital calipers. The ambulatory and standing in-shoe pressures of 60 people with diabetes and neuropathy will be assessed via Pedar pressure monitoring insoles, and pace/gait monitored using stopwatches and GENEActiv accelerometers. Neuropathy is confirmed by using both 10-g monofilament at three sites and VPT measured at the hallux as >25V using a biothesiometer, with measurement of HbA1c, insulin resistance and body composition. Incorrect fitting is determined by reference to Touvaruela-CarriÃ³n, Chantelau and Gede and Diabetic Foot Australia Guidelines.",University Hospitals Leicester NHS Trust,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy456,NOT FOUND
Dr,,Prashant,Srivastava,,,Diabetes UK,Diabetes UK,Defining the role of edited microRNAs in diabetes mediated brain microvasculature alterations,20/0006187,,GBP,14357,,RESEARCH,01-03-2021,28-02-2022,,"Type-2 diabetes (T2D) mediated hyperglycaemia is associated with an array of negative intracellular events that promote endothelial cells (EC, specialised cells that cover internal linings of the blood vessels) dysfunction and increase permeability in brain microvasculature (consists of ECs and pericytes), leading to hyperglycaemia related neuroinflammation and cognitive decline. Despite the importance of brain microvasculature EC and pericytes to human brain health, the mechanisms of T2D mediated changes in brain microvasculature ECs and pericytes are poorly defined. There are several mechanisms that can alter cellular-states and play role in disease, however, in this proposal I will investigate interaction between two key post-transcriptional mechanisms (i) RNA-editing (a mechanism to recode genetic information) and (ii) microRNAs, in brain microvascular dysfunction i.e. RNA-editing of microRNAs, which can redirect edited-microRNA to a different subset of mRNA targets. The overriding hypothesis is that microvascular compromise plays a key role in cognitive decline in T2D. Transcriptomic profiles for protein and non-protein coding RNAs will be generated for vascular endothelial cells using T2D mouse model (leptin knockout obese db/db) to predict RNA-edited transcripts. I hypothesise that these analyses will reveal dysregulated/RNA-edited transcripts related to angiogenesis, vasoconstriction/vasodilation and platelet-activation pathways, informing new avenues for research and novel therapeutic-insights.",Imperial College London,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy457,NOT FOUND
Dr,,Larissa,Prothero,,,Diabetes UK,Diabetes UK,Use of capillary blood ketone meters to improve ambulance service care of hyperglycaemic patients: a feasibility study (KARMA2 study),20/0006180,,GBP,78411.76,,RESEARCH,01-03-2021,31-05-2022,,"Ambulance clinicians do not have blood ketone meters: they rely on nonspecific clinical signs and symptoms for hyperglycaemic care strategies. Hospital-based guidelines advocate immediate start of intravenous fluid therapy on diabetic ketoacidosis (DKA) diagnosis, which does not reliably happen in the ambulance setting. The aims of this feasibility study are to determine whether ambulance clinicians can reliably and safely identify DKA using blood ketone meters, commence fluid therapy, and gather necessary data to inform a stepped-wedge, controlled trial. During an 8-month period (4-month control:4-month intervention; 400:400 patients), 120 ambulance clinicians will determine presence of ketones, using finger-prick blood testing, from consenting hyperglycaemic patients requiring emergency care by the East of England Ambulance Service NHS Trust. Prevalence and severity of hyperglycaemia, incidence rate of DKA and ability of paramedics to commence fluid therapy for DKA will be explored. Ambulance and hospital staff will also be invited to take part in an interview to share their views of DKA care and the impact of ambulance ketone meters. Study findings will be disseminated to key stakeholder groups, and used to inform the need to proceed to a full stepped-wedge, controlled trial evaluating the clinical and cost-effectiveness of ambulance ketone meters on DKA management.",East of England Ambulance Service NHS Trust,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy458,NOT FOUND
Professor,,Calum,Sutherland,,,Diabetes UK,Diabetes UK,Role of the GSK3-NRF2 axis in beta cell decline in type 2 diabetes,20/0006178,,GBP,284831,,RESEARCH,01-03-2021,28-02-2024,,"Type 2 diabetes occurs when insulin production from pancreatic beta cells is insufficient to prevent the hyperglycemia that defines diabetes. Insulin production declines during progression of the disease, resulting in worsening glucose control and poorer responses to available therapeutic strategies. Recent work in models of type 2 diabetes has implicated the protein kinase GSK3 and the cytoprotective transcription factor Nrf2, in the development of beta cell defects and type 2 diabetes. Our group has discovered that GSK3 modifies Nrf2, promoting its degradation. We propose that this â€˜GSK3-Nrf2 interactionâ€™ is a key regulator of beta cell biology, and its disruption contributes to development of diabetes. The proposed project will generate mechanistic supporting evidence for this hypothesis, with the aim to identify novel opportunities to prevent beta cell damage in type 2 diabetes. Specifically, we will establish whether the GSK3 regulation of Nrf2 in vitroinfluences beta cell function, growth and survival. Moreover, we will assess beta cell function, growth and survival, and progression toward type 2 diabetes, following beta cell-specific genetic manipulation of Nrf2 in vivo. These data will clarify the therapeutic potential for modification of this pathway in the treatment of diabetes.",University of Dundee,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy459,NOT FOUND
Professor,,Melissa,Westwood,,,Diabetes UK,Diabetes UK,Is adult health trajectory determined by maternal glucose levels during embryo implantation?,20/0006175,,GBP,218842,,RESEARCH,01-03-2021,28-02-2023,,"Diabetes profoundly affects the outcome of pregnancy, especially when glucose control is poor. We hypothesise that high glucose levels alter endometrial function, affecting the dialogue with the embryo that occurs at implantation to initiate placental development. Placentation is a key determinant of pregnancy outcome: elevated nutrient transfer leads to fetal overgrowth, which affects 50% of pregnancies complicated by maternal diabetes, and gives rise to short- and long-term health problems in offspring. The hexosamine biosynthetic pathway (HBP), is an important glucose-sensing mechanism that regulates cellular function by adding the O-linked sugar b-Nacetylglucosamine to a wide range of proteins. Having shown that the HBP affects interactions between endometrium and embryo in vitro, we will now determine how altered activity at the time of implantation in vivo affects placentation and pregnancy outcomes. Using pharmacological strategies to modulate O-GlcNAcylation during early pregnancy in mice, we will: (1) histologically and epigenetically analyse implantation sites; (2) analyse placental and fetal characteristics at term, and; (3) characterise the metabolic and cardiovascular health of the offspring in adulthood. The incidence of pregnancy complicated by maternal diabetes is increasing; identifying pathways that suggest prevention or treatment strategies will lead to improved pregnancy outcomes and better health in future generations.",University of Manchester,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy460,NOT FOUND
Professor,,Reinhold,Medina,,0000-0003-4351-7010,Diabetes UK,Diabetes UK,Understanding how BMP9 protects from diabetes-induced blood retinal barrier breakdown,20/0006162,,GBP,244977,,RESEARCH,01-04-2021,31-03-2024,,"Breakdown of the blood retinal barrier (BRB) drives progression of diabetic retinopathy. BRB disruption leads to fluid extravasation into the retina, which is known as diabetic macular oedema (DMO). DMO is the most common microvascular complication of diabetes and a leading cause of visual impairment. Despite clinical improvements with treatments such as anti-VEGFs and laser photocoagulation; there are still 30-40% patients who do not respond to therapy. Therefore, the critical need for new therapeutic alternatives. We propose targeting BMP9 as a new approach to stabilise the retinal vasculature and treat DMO. BMP9 is a ligand of the TGFÎ² family with emerging roles in vascular function. Our preliminary data demonstrate that BMP9 stabilises the vasculature by enhancing barrier properties and inhibiting sprouting capacity. In agreement with this, a recent study reported that BMP9 prevented vascular leakage in STZ-diabetic mice. Consequently, the importance to evaluate if these results in mice translate to humans. This project will characterise the signalling pathways used by BMP9 to protect the BRB. Importantly, we will use human cells and clinically relevant in vitro diabetes models. Furthermore, we will test a BMP9- gene therapy, delivered locally to db/db mouse retinas, to protect the retinal vasculature from BRB breakdown.",Queen's University Belfast,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy461,NOT FOUND
Dr,,James,Bowe,,,Diabetes UK,Diabetes UK,Impaired maternal Î²-cell adaptation to pregnancy: effects on glucose homeostasis in mother and offspring,20/0006161,,GBP,265761.56,,RESEARCH,01-02-2021,31-01-2024,,"Gestational Diabetes Mellitus (GDM) is associated with deleterious outcomes for both mother and baby, and the incidence of this metabolic disorder is on the increase. The complex phenotype of GDM - including obesity, insulin resistance, dyslipidemia and hyperglycemia â€“ make it difficult to identify causal events for the deleterious outcomes so we have developed a novel mouse model (Î²-GPR54-/- mouse) in which Î²-cell adaptations to pregnancy are defective, leading to impaired insulin secretion and glucose intolerance during pregnancy. We plan to use these mice to specifically assess the effects of maternal hyperglycaemia during pregnancy on subsequent glucose homeostasis in both mothers and offspring. We will determine whether glucose intolerance during pregnancy predisposes the mother to hyperglycemia in later life, particularly when exposed to the metabolic stress of a high fat diet. We will assess the effects of maternal hyperglycemia during pregnancy on the subsequent glucose homeostasis of the offspring, using glucose tolerance tests, insulin tolerance tests and measurements of plasma hormone levels. We will focus on Î²-cell development and function in the offspring as a likely target for the deleterious glycemic control we have seen in preliminary studies, and on epigenetic modification of Î²-cell DNA as the underlying mechanism.",King's College London,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy462,NOT FOUND
Dr,,Matthew,Campbell,,,Diabetes UK,Diabetes UK,Can Breaks from Sitting Improve Glucose Control and Vascular Health in People with Type 1 Diabetes?,20/0006154,,GBP,102737.38,,RESEARCH,01-03-2021,28-08-2022,,"Sedentary lifestyles significantly increase morbidity and mortality, with prolonged periods of sitting detrimental to diabetes management and risk of complications. Although the National Institute of Health and Care Excellence (NICE) and Diabetes UK recommend and encourage all people with diabetes to participate in physical activity (PA), 80% of people with type 1 diabetes (T1D) do not meet PA recommendations. For most inactive people, exercise is often viewed as daunting and unachievable and its promotion can often discourage people from becoming active. However, reducing sedentariness through less intensive PA is viewed by many as more achievable and a logical starting point. Recommendations advocate people with diabetes interrupt prolonged periods of sitting with short, frequent low intensity activity breaks because this has shown to improve glucose control and vascular health. However, the evidence underpinning these recommendations remain preliminary and are focussed on those with type 2 diabetes. Resultantly, there is a lack of information about how to incorporate PA safely into daily life and whether reducing sedentariness affects glucose levels in T1D. Therefore, the aim of this study is to characterise the impact of frequent activity breaks in sitting on 48-hour glycaemia and parameters of vascular health in people with T1D.",University of Sunderland,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy463,NOT FOUND
,,Jon,Whitehead,,,Diabetes UK,Diabetes UK,Understanding how Vitamin C enters human fat cells and whether reduced entry promotes type 2 diabetes,22/0006488,,GBP,104383,,SCHOLARSHIP,02-10-2023,01-10-2026,,"Dysregulation of adipocytes underpins the association between obesity and the development of type 2 diabetes. Increased cellular stress (hypoxia/ER/ inflammation) contributes to impaired adipocyte function, altered adipokine production, development of insulin resistance. Whilst the molecular mechanisms are incompletely understood, evidence supports a role for vitamin C. At the population level: obesity increases the requirement for vitamin C; low levels of vitamin C amplify type 2 diabetes risk; vitamin C supplementation improves glycemic control/insulin sensitivity. At the cellular level, in human adipocytes treated with TNFÎ± and palmitate (TNFÎ±+PA) to mimic the obese milieu, we reported that vitamin C: prevents hypoxia; reduces ER stress/inflammation; increases production of the active form of the beneficial adipokine, HMW adiponectin. Cellular uptake of vitamin C is required to mediate these effects however the transporter(s) responsible is unknown, as is the effect of obesity on this process. This project will address this gap by identifying the vitamin C transporter(s) responsible; characterizing the effects of obesity-induced stress on vitamin C uptake; establishing the effects of vitamin C supplementation on adipocyte function. Findings will provide new understanding and, we anticipate, reveal new therapeutic targets to improve adipocyte function, insulin sensitivity and type 2 diabetes.",University of Lincoln,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy464,NOT FOUND
Dr,,Terence,Herbert,,,Diabetes UK,Diabetes UK,The role of RNA-binding proteins in determining beta cell fate in response to ER stress,22/0006487,,GBP,103838,,SCHOLARSHIP,01-10-2023,30-09-2026,,"Endoplasmic reticulum (ER) stress is a significant determinant in the development of Î²-cell dysfunction and death in type-1 and type-2 diabetes. Importantly, the fate of Î²-cells undergoing ER stress is dependent on the Unfolded Protein Response (UPR), an adaptive response whose function is to resolve ER stress by reprogramming gene expression. As RNA-binding proteins (RBPs) are essential in regulating gene expression, they undoubtedly play a critical role in the execution of the UPR and thus the resolution of ER stress. Yet their role in combatting ER stress is unknown. Therefore, we identified global changes in the binding of RBPs to RNA in response to ER stress in pancreatic Î²-cells. This revealed 327 RBPs of which the binding of 27 to RNA was significantly altered by ER stress, and thus are likely to play a significant role in the UPR. The aim of this studentship is to establish the role of these ER stress-regulated RBPs or â€˜StressERâ€™-RBPs in the protection of Î²-cells from ER stress and understand their mechanism of action. Developing a greater understanding of ER stress and how it can be resolved is an important step in the discovery of new therapies for the prevention or treatment of diabetes.",University of Lincoln,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy465,NOT FOUND
Dr,,Craig,Beall,,,Diabetes UK,Diabetes UK,Brain penetration of metformin: friend or foe in diabetes?,22/0006486,,GBP,106131,,SCHOLARSHIP,01-10-2023,30-09-2026,,"Metformin is the first time therapy for Type 2 Diabetes and is prescribed to millions of people in the UK. However, for poorly defined reasons metformin monotherapy fails in about 1:6 people every year. This means that within about 5 years 1:2 people on metformin require any additional therapy to adequately control their blood glucose levels. We have strong data demonstrating that a novel, highly/rapidly brain penetrant metformin-like compound increases blood glucose levels during a glucose tolerance test in healthy rats and this response is completely prevented by blockade of the autonomic nervous system and significantly attenuated by pharmacological inhibition of the energy sensing enzyme AMP-activated protein kinase (AMPK). Taken together with the well known phenomenon that the brain becomes increasingly leaky"" with diabetes progression and age and that metformin is now being considered a therapy for a range of neurological conditions including dementias", suggests that clinically efficacious concentrations of metformin are entering the brain to exert a biological action. This proposal aims to investigate whether metformin, over time,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy466,NOT FOUND
,,Nerys,Astbury,,,Diabetes UK,Diabetes UK,MItigating the Risk of developing type 2 diabetes Associated with GEstational diabetes (MIRAGE),22/0006478,,GBP,118920.03,,SCHOLARSHIP,01-10-2023,30-09-2026,,"This studentship will provide an excellent opportunity for a student starting their diabetes research career. The training combines formal learning in research methods with hands-on experience to conduct three integrated research studies. These studies will advance what we know about the risks of gestational diabetes (GDM) for developing type 2 diabetes (T2DM), and develop a promising intervention to help reduce risk. Study 1 will review collate individual patient data to explore the risk attributed to GDM for the future development of T2DM across different groups (e.g., age, ethnicity, BMI). Study 2 will use a database of routine healthcare records to develop machine learning techniques to develop a risk prediction score to forecast the chances that a woman with a history of GDM will develop T2DM after her pregnancy. This is important so that women at highest risk of developing T2DM can be prioritised for preventative treatments. In Study 3, the student will work with women who have experienced GDM to develop a new strategy to reduce the future risk of T2DM for women who have had GDM. The potential of this new treatment for a full-scale trial will be tested in a pilot and feasibility study.",University of Oxford,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy467,NOT FOUND
,,Li,Kang,,,Diabetes UK,Diabetes UK,Targeting the hyaluronan-CD44/RHAMM pathway in obesity-related kidney damage,22/0006477,,GBP,104727,,SCHOLARSHIP,01-09-2023,31-08-2026,,"Obesity-related glomerulopathy (ORG) contributes to diabetic nephropathy and kidney cancer, leading to chronic/end-stage kidney disease. Current treatments for ORG (e.g. weight loss and RAAS blockers) are limited and attenuate over time because of incomplete understanding of the disease pathogenesis. We demonstrate a tight association between ORG and extracellular matrix (ECM) hyaluronan accumulation and its activation of membrane-bound receptors, CD44 and RHAMM. How the hyaluronan-CD44/RHAMM pathways regulate renal function is unknown. Hyaluronan accumulation leads to insulin resistance in skeletal muscle and adipose tissue. Cells in kidney (e.g. podocytes) also respond to insulin and insulin signalling in kidney plays pivotal roles in biology and function. Here we test the hypothesis that increased ECM hyaluronan deposition would activate CD44/RHAMM signalling pathways, which in turn leads to renal insulin resistance, and subsequently causes ORG. Therefore, blocking the hyaluronan-CD44/RHAMM signalling would improve renal insulin resistance and alleviate ORG. In this project, we will use both genetic and pharmacological approaches that reduce the hyaluronan-CD44/RHAMM pathway in mice for kidney metabolic and functional phenotyping in vivo. We will also study human kidney cells for investigations of molecular mechanisms and clinical relevance. By defining a new pathophysiological paradigm this project has potential developing new treatments for ORG.",University of Dundee,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy468,NOT FOUND
,,Lewis,Macgregor,,,Diabetes UK,Diabetes UK,Blood-Flow Restriction Exercise to Manage Type-II Diabetes,22/0006470,,GBP,14589.46,,RESEARCH,01-03-2023,29-02-2024,,"Resistance exercise can increase muscle mass, function, and glycaemic control - so presents a promising option for managing type-2 diabetes (T2D). To achieve benefits from resistance exercise, relatively heavy loads are usually required, which may be unsuitable for many individuals. Blood-flow restriction (BFR) training involves occluding blood-flow around exercising muscles, simulating fatigue. Adding BFR to resistance exercise allows greater strength gains with lighter loads. The aim of the project is to examine the metabolic responses to low-load resistance exercise accompanied by BFR among adults with T2D. We will investigate local and systemic insulinemic responses to exercise throughout a 6-week BFR exercise intervention compared to habitual behaviour. Thirty-eight participants will be monitored for 2 weeks before, during, and after the 6-week exercise intervention - which will involve 2x 30-minute sessions of BFR training per week. Anthropometrics, glucose, insulin, and inflammation will be measured throughout the study. We hypothesise that glucose will lower acutely following each BFR session and that insulin and glucose will be lower at the end of the 6-week intervention, signalling improved glycaemic control. It is anticipated that this research could help lead to the development of highly tolerable, efficient, and effective exercise intervention for people living with T2D.",University of Stirling,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy469,NOT FOUND
,,Wallis,Lau,,,Diabetes UK,Diabetes UK,Antipsychotics and Type 2 Diabetes in Children and Young People: A Long-Term Follow-up Population-based Study,22/0006466,,GBP,14920,,RESEARCH,01-04-2023,31-03-2024,,"The recent increase in antipsychotic medication use in children and young people (CYP) has raised concerns regarding the risk of type 2 diabetes mellitus (T2DM) in later life due to their adverse metabolic effects. Currently there is an evidence gap in understanding the long-term risk of T2DM in CYP treated with antipsychotics. The overarching aim of this study is to investigate the long-term risk of developing T2DM with antipsychotic use in CYP using a large, longitudinal National Health Service (NHS) patient database in the UK. The specific objectives are to: examine the cumulative incidence of T2DM among CYP over a 33-year period (1990-2022) after initiation of antipsychotic medications, stratified by age at treatment initiation, sex, and ethnicity. evaluate the risk of T2DM in CYP according to the types of antipsychotics and duration of use. determine the risk factors associated with the development of T2DM with antipsychotics in CYP. This study will provide critical epidemiological data to bridge the evidence gap on the long-term risk of T2DM in CYP treated with antipsychotics. The results will identify risk factors that can be used to develop future interventions to prevent the development of T2DM in CYP more effectively.",University College London,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy470,NOT FOUND
Professor,,Lee,Roberts,,,Diabetes UK,Diabetes UK,The role of iron homeostasis and ferroptosis in skeletal muscle dysfunction in type 2 diabetes,22/0006464,,GBP,104050.96,,SCHOLARSHIP,01-10-2023,30-09-2026,,"Type 2 diabetes (T2D) is strongly associated with frailty and physical disability. Skeletal muscle dysfunction, the loss of muscle function and mass, contributes to T2D-associated frailty. There are no treatments for T2D-associated muscle dysfunction. Perturbed iron homeostasis may connect T2D, muscle dysfunction and myopathy through ferroptosis, iron-induced programmed cell death in muscle cells. We applied multi-omics to muscle from people with T2D and identified perturbations to iron-protein homeostasis, energy metabolism, and mitochondrial function in T2D muscle characterised by fibre atrophy. High-resolution respirometry demonstrated muscle mitochondrial complex I function in humans with T2D inversely correlated with serum ferritin, a marker of iron status. RNAseq, respirometry and lipidomics provided novel evidence for ferroptosis in atrophic muscle in T2D patients. We will perform in-depth molecular characterisation of ferroptosis in the muscle of volunteers with T2D. Using murine models we will determine that ferroptosis drives diabetic muscle dysfunction. We will establish that ferroptosis is a therapeutic target for muscle dysfunction in T2D and evaluate whether an iron-chelating drug, licenced to treat anaemia, can be repurposed to treat T2D muscle dysfunction. We will confirm a distinct dysregulation in iron homeostasis connects perturbation of mitochondrial respiration, muscle dysfunction, and ferroptosis to myopathy in T2D.",University of Leeds,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy471,NOT FOUND
Dr,,Claire,Meek,,0000-0002-4176-8329,Diabetes UK,Diabetes UK,C-peptide trajectory in type 1 diabetes pregnancy: a new tool for precision medicine for mothers and babies?,22/0006456,,GBP,496873,,RESEARCH,01-06-2023,31-05-2028,,"Accurate measurement of C-peptide, a marker of beta cell function, has provided insights into type 1 diabetes (T1D) heterogeneity, but its clinical relevance in pregnancy is unknown. Complications of T1D pregnancy, such as neonatal hypoglycaemia, are mediated through insufficient maternal beta cell function, or excessive fetal beta cell function (hyperinsulinism). We hypothesised that C-peptide trajectory in T1D pregnancy will distinguish pathophysiological subgroups with distinct clinical sequelae, with translational potential to improve pregnancy outcomes. Our previous work in the continuous glucose monitoring in women with T1D in pregnancy trial (CONCEPTT), identified that increasing C-peptide in maternal blood in late gestation was associated with markedly worse neonatal outcomes, suggesting that C-peptide may cross the placenta, providing an indirect measure of fetal hyperinsulinism. The proposed national prospective observational study of 400 pregnant women with T1D will determine the relevance of C-peptide trajectory upon neonatal outcomes, maternal glycaemia and quality of life. We will also test if C-peptide can cross the placenta using placental perfusion and run a novel randomised, controlled feasibility study of an enhanced care pathway to reduce rates of neonatal hypoglycaemia. The results will provide the first comprehensive assessment of the clinical, pathophysiological and translational relevance of C-peptide in T1D pregnancy.",University of Cambridge,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy472,NOT FOUND
,,Robin,Klemm,,,Diabetes UK,Diabetes UK,Tackling type 2 diabetes by reducing the chronic release of toxic amounts of fatty acids from adipocytes,22/0006453,,GBP,173050.44,,RESEARCH,01-03-2023,28-02-2025,,"The prevalence of type 2 diabetes is increasing at alarming rates. A major cause for the underlying insulin resistance is high levels of free fatty-acids in the blood, which are released from defective adipose tissue. Inhibiting or reducing uncontrolled fatty acid release from adipocytes holds great promise for next-generation therapy of type-2 diabetes, but, surprisingly little is known about fatty acid transport in these cells. Discovery of new factors regulating fatty acid trafficking in adipocytes will open up novel therapeutic modalities that can prevent or reverse type-2 diabetes. Here, we propose to combine two target discovery strategies in mouse and human adipocytes. We will use organelle proximity specific proteome profiling during a lipolysis time course, and will employ cross-linkable fatty acids to capture lipid transport factors important for fatty acid release. To validate the function of the newly identified transport factors, we will employ CRISPR strategies for genetic perturbation followed by automated high content microscopy and metabolic experiments to measure cellular fatty acid release. Ultimately, our work aims at inhibiting adipocyte fatty acid release through small-molecules for next-generation therapy of type-2 diabetes.",University of Oxford,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy473,NOT FOUND
